3250.0, 282.0, 2953.0
3281.0, 203.0, 2735.0
4000.0, 3344.0, 3125.0, 10469.0, 157.0, 2844.0
3860.0, 3203.0, 3156.0, 10219.0, 187.0, 2703.0
3891.0, 3125.0, 3156.0, 10172.0, 172.0, 2641.0
3860.0, 3234.0, 3078.0, 10172.0, 156.0, 2672.0
3828.0, 3859.0, 3750.0, 11437.0, 281.0, 2781.0
3938.0, 3218.0, 3110.0, 10266.0, 265.0, 2765.0
3891.0, 3171.0, 3172.0, 10234.0, 187.0, 2844.0
3984.0, 3203.0, 3188.0, 10375.0, 281.0, 2906.0
4156.0, 3484.0, 3156.0, 10796.0, 187.0, 2797.0
3937.0, 3235.0, 3219.0, 10391.0, 187.0, 2671.0
3922.0, 3234.0, 3125.0, 10281.0, 172.0, 2719.0
3890.0, 3235.0, 3218.0, 10343.0, 172.0, 2719.0
3875.0, 3172.0, 3297.0, 10344.0, 188.0, 4000.0
3953.0, 3282.0, 3062.0, 10297.0, 188.0, 2766.0
3907.0, 3156.0, 3187.0, 10250.0, 156.0, 2688.0
3891.0, 3219.0, 3172.0, 10282.0, 172.0, 2734.0
3906.0, 3156.0, 3094.0, 10156.0, 188.0, 2844.0
3890.0, 3172.0, 3125.0, 10187.0, 187.0, 2750.0
3875.0, 3219.0, 3796.0, 10890.0, 172.0, 2688.0
4516.0, 3140.0, 3188.0, 10844.0, 157.0, 2625.0
3844.0, 3141.0, 3140.0, 10125.0, 281.0, 2813.0
3859.0, 3219.0, 3062.0, 10140.0, 297.0, 2829.0
6265.0, 3735.0, 3140.0, 13140.0, 171.0, 2656.0
3813.0, 3187.0, 3172.0, 10172.0, 312.0, 2844.0
4719.0, 3234.0, 3531.0, 11484.0, 187.0, 2641.0
3844.0, 3156.0, 3391.0, 10391.0, 312.0, 2843.0
3813.0, 3109.0, 3047.0, 9969.0, 282.0, 2797.0
3812.0, 3078.0, 3063.0, 9953.0, 188.0, 2578.0
3797.0, 3094.0, 3156.0, 10047.0, 281.0, 2750.0
3812.0, 3110.0, 3062.0, 9984.0, 188.0, 2719.0
3859.0, 3156.0, 3031.0, 10046.0, 188.0, 2735.0
3765.0, 3172.0, 3032.0, 9969.0, 282.0, 2750.0
3781.0, 3125.0, 3110.0, 10016.0, 266.0, 2781.0
4625.0, 4000.0, 3250.0, 11875.0, 297.0, 3078.0
4172.0, 3250.0, 3422.0, 10844.0, 172.0, 2750.0
3906.0, 3391.0, 3125.0, 10422.0, 157.0, 2766.0
3844.0, 3125.0, 3156.0, 10125.0, 172.0, 2688.0
3812.0, 3110.0, 3140.0, 10062.0, 187.0, 2625.0
3813.0, 3094.0, 3125.0, 10032.0, 281.0, 2812.0
3797.0, 3297.0, 3344.0, 10438.0, 250.0, 2937.0
4109.0, 4672.0, 3281.0, 12062.0, 188.0, 2594.0
4000.0, 3203.0, 3062.0, 10265.0, 266.0, 2719.0
3796.0, 3125.0, 3141.0, 10062.0, 187.0, 2875.0
3890.0, 3266.0, 3062.0, 10218.0, 296.0, 2750.0
4110.0, 3172.0, 3078.0, 10360.0, 281.0, 2765.0
4079.0, 3171.0, 3157.0, 10407.0, 156.0, 2718.0
3875.0, 3266.0, 4359.0, 11500.0, 313.0, 2829.0
3891.0, 3422.0, 5968.0, 13281.0, 188.0, 2829.0
5375.0, 4203.0, 3109.0, 12687.0, 187.0, 2609.0
3875.0, 3125.0, 3125.0, 10125.0, 282.0, 2829.0
3812.0, 3156.0, 3047.0, 10015.0, 266.0, 2719.0
3844.0, 3093.0, 3110.0, 10047.0, 281.0, 2828.0
3875.0, 3093.0, 3110.0, 10078.0, 156.0, 2687.0
3797.0, 3156.0, 3094.0, 10047.0, 282.0, 2750.0
3844.0, 3094.0, 3094.0, 10032.0, 172.0, 2593.0
3859.0, 3110.0, 3187.0, 10156.0, 156.0, 2641.0
3860.0, 3265.0, 3063.0, 10188.0, 265.0, 2781.0
3828.0, 3141.0, 3140.0, 10109.0, 282.0, 2813.0
3797.0, 3156.0, 3032.0, 9985.0, 187.0, 2593.0
3860.0, 3094.0, 3140.0, 10094.0, 281.0, 2750.0
3828.0, 3187.0, 3125.0, 10140.0, 156.0, 2641.0
3859.0, 3094.0, 3125.0, 10078.0, 313.0, 2828.0
5125.0, 3094.0, 3031.0, 11250.0, 172.0, 2672.0
3812.0, 3094.0, 3141.0, 10047.0, 282.0, 2797.0
3797.0, 3172.0, 3172.0, 10141.0, 172.0, 2687.0
3782.0, 3171.0, 3079.0, 10032.0, 188.0, 2625.0
3812.0, 3188.0, 3109.0, 10109.0, 171.0, 2687.0
3813.0, 3141.0, 3156.0, 10110.0, 188.0, 2672.0
3812.0, 3125.0, 3125.0, 10062.0, 281.0, 2797.0
3828.0, 3094.0, 3094.0, 10016.0, 281.0, 2781.0
3844.0, 3093.0, 3125.0, 10062.0, 188.0, 2704.0
3843.0, 3157.0, 3031.0, 10031.0, 265.0, 2765.0
3781.0, 3110.0, 3140.0, 10031.0, 265.0, 2750.0
3797.0, 3094.0, 3156.0, 10047.0, 281.0, 2812.0
3813.0, 3109.0, 3078.0, 10000.0, 282.0, 2735.0
4890.0, 3141.0, 3109.0, 11140.0, 172.0, 2657.0
3828.0, 3750.0, 3782.0, 11360.0, 282.0, 2750.0
3843.0, 3110.0, 3109.0, 10062.0, 266.0, 2813.0
3860.0, 3093.0, 3125.0, 10078.0, 187.0, 2672.0
3812.0, 3078.0, 3157.0, 10047.0, 265.0, 2765.0
3781.0, 3172.0, 3078.0, 10031.0, 172.0, 2625.0
3813.0, 3078.0, 3140.0, 10031.0, 187.0, 2641.0
3781.0, 3156.0, 3125.0, 10062.0, 187.0, 2672.0
3797.0, 3140.0, 3016.0, 9953.0, 187.0, 2765.0
3813.0, 3203.0, 3031.0, 10047.0, 282.0, 2735.0
3828.0, 3079.0, 3109.0, 10016.0, 156.0, 2672.0
3812.0, 3094.0, 3125.0, 10031.0, 282.0, 2813.0
3828.0, 3094.0, 3109.0, 10031.0, 328.0, 2844.0
3813.0, 3109.0, 3141.0, 10063.0, 172.0, 2812.0
3828.0, 3094.0, 3156.0, 10078.0, 281.0, 2797.0
3813.0, 3156.0, 3156.0, 10125.0, 172.0, 2625.0
5140.0, 3141.0, 3063.0, 11344.0, 172.0, 2656.0
3812.0, 3141.0, 3109.0, 10062.0, 266.0, 2735.0
3828.0, 3125.0, 3032.0, 9985.0, 187.0, 2718.0
3797.0, 3188.0, 3047.0, 10032.0, 265.0, 2718.0
3828.0, 3078.0, 3032.0, 9938.0, 156.0, 2593.0
3859.0, 3094.0, 3109.0, 10062.0, 281.0, 2813.0
3828.0, 3156.0, 3032.0, 10016.0, 172.0, 2625.0
3797.0, 3094.0, 3172.0, 10063.0, 282.0, 2750.0
3828.0, 3078.0, 3156.0, 10062.0, 171.0, 2656.0
